HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_03169,4,Q16352 Q8NHS9 P07197 P07196 P48681 P08670 P17661 Q9H7C4,INA SPATA22 NEFM NEFL NES VIM DES SYNC
HuMAP2_03170,5,Q86Z23 Q9Y2S6 Q03692 Q96G46,C1QL4 TMA7 COL10A1 DUS3L
HuMAP2_03171,5,Q8IWC1 Q9BRK0 P56539 Q9H902 O94919 O15162 O43597 Q9H6H4 Q96GE4,MAP7D3 REEP2 CAV3 REEP1 ENDOD1 PLSCR1 SPRY2 REEP4 CEP95
HuMAP2_03172,5,Q7Z628 P23458 P24394 Q6IBW4 Q8NEV8,NET1 JAK1 IL4R NCAPH2 EXPH5
HuMAP2_03173,2,P05129 P24723 P05771 P17252,PRKCG PRKCH PRKCB PRKCA
HuMAP2_03174,5,Q6NSJ2 Q8NCY6 Q8NFH8 Q15311 P12755,PHLDB3 MSANTD4 REPS2 RALBP1 SKI
HuMAP2_03175,5,Q9UM82 Q13191 Q07889 P62993 Q9UJM3 Q07890 Q75VX8 Q9UI32 Q8IUW3 Q96RF0,SPATA2 CBLB SOS1 GRB2 ERRFI1 SOS2 GAREM2 GLS2 SPATA2L SNX18
HuMAP2_03176,3,Q9BQ39 Q9NR30,DDX50 DDX21
HuMAP2_03177,5,Q96JP0 Q92990 Q9HCJ5 Q86XL3 Q8N5I2,FEM1C GLMN ZSWIM6 ANKLE2 ARRDC1
HuMAP2_03178,5,Q9H000 Q9H0J9,MKRN2 PARP12
HuMAP2_03179,4,Q9UQ88 O94967 Q9UHR5,CDK11A WDR47 SAP30BP
HuMAP2_03180,5,Q9NPJ3 Q9NZN3 Q9H1K0 Q8N4P3 O14662 Q04837 Q9NRW7,ACOT13 EHD3 RBSN HDDC3 STX16 SSBP1 VPS45
HuMAP2_03181,4,Q96B45 Q5T0J7,BORCS7 TEX35
HuMAP2_03182,5,P28065 Q9BT73 Q5JS54 Q969U7 Q9P0P0,PSMB9 PSMG3 PSMG4 PSMG2 RNF181
HuMAP2_03183,3,Q9H009 P20290 Q15185 Q96K17,NACA2 BTF3 PTGES3 BTF3L4
HuMAP2_03184,5,Q9Y4L5 O95714 Q96JN8 Q6ZV73 O15062 Q9UJU6,RNF115 HERC2 NEURL4 FGD6 ZBTB5 DBNL
HuMAP2_03185,5,Q5TC82 Q92904 Q8WZ60 Q9Y2K5 Q9HBD1 P48634,RC3H1 DAZL KLHL6 R3HDM2 RC3H2 PRRC2A
HuMAP2_03186,2,Q9NV70 Q96KP1 Q96A65 Q8IWJ2 O60645 Q15643,EXOC1 EXOC2 EXOC4 GCC2 EXOC3 TRIP11
HuMAP2_03187,4,Q96MW1 Q9UN30,CCDC43 SCML1
HuMAP2_03188,4,Q9HCJ3 Q8TB22 Q969W8 P56524,RAVER2 SPATA20 ZNF566 HDAC4
HuMAP2_03189,4,P36952 P31937 P51911,SERPINB5 HIBADH CNN1
HuMAP2_03190,4,P20648 O60259,ATP4A KLK8
HuMAP2_03191,4,Q8NBE8 O14734 P29590,KLHL23 ACOT8 PML
HuMAP2_03192,2,Q9Y6E0 Q8IY42,STK24 C4orf19
HuMAP2_03193,4,O00258 Q7L5D6 O43681 P11441 P46379 Q9BV68,WRB GET4 ASNA1 UBL4A BAG6 RNF126
HuMAP2_03194,4,Q8NC26 Q9NWM3,ZNF114 CUEDC1
HuMAP2_03195,1,Q9NQG5 Q5VT52,RPRD1B RPRD2
HuMAP2_03196,3,Q00888 Q9UQ72,PSG4 PSG11
HuMAP2_03197,4,Q9Y468 Q9UPW6,L3MBTL1 SATB2
HuMAP2_03198,1,Q9BZ67 ,FRMD8 FRMD8P1
HuMAP2_03199,5,Q8N157 Q8N1I0 Q06187 Q14185 Q9UKY1 Q9NQ69 Q8IZD9 Q96BJ8 Q6NXT1 Q92556 Q9H7D0 Q9Y6X8 Q96JJ3,AHI1 DOCK4 BTK DOCK1 ZHX1 LHX9 DOCK3 ELMO3 ANKRD54 ELMO1 DOCK5 ZHX2 ELMO2
HuMAP2_03200,5,Q9UI95 P15260 Q86V20,MAD2L2 IFNGR1 SHLD2
HuMAP2_03201,4,P02511 Q9P2P1,CRYAB NYNRIN
HuMAP2_03202,4,O75096 P98155 Q14114 Q9NZR2 P30533,LRP4 VLDLR LRP8 LRP1B LRPAP1
HuMAP2_03203,4,Q4VC05 Q6AI39 P0CG39 Q8WWL2 Q969V6,BCL7A BICRAL POTEJ SPIRE2 MRTFA
HuMAP2_03204,2, O15229 Q5T124,HSPA7 KMO UBXN11
HuMAP2_03205,3,Q92968 O00628,PEX13 PEX7
HuMAP2_03206,4,Q9HCI7 Q969Q6 Q96LK0 O95684 Q5VT06 Q8N5Y2,MSL2 PPP2R3C CEP19 FGFR1OP CEP350 MSL3
HuMAP2_03207,1,P33992 P33993 P25205,MCM5 MCM7 MCM3
HuMAP2_03208,3,Q7RTV5 Q9Y624 Q96ST8 Q8NDH6 Q9NRD5,PRXL2C F11R CEP89 ICA1L PICK1
HuMAP2_03210,3,Q8NBK3 P15289 P34059,SUMF1 ARSA GALNS
HuMAP2_03211,4,Q96CM8 O00584 O00754,ACSF2 RNASET2 MAN2B1
HuMAP2_03212,5,O60427 P25103,FADS1 TACR1
HuMAP2_03213,4,Q9NVM1 O43808 Q86XK7,EVA1B SLC25A17 VSIG1
HuMAP2_03214,3,Q8NB25 Q86X02 Q01850 Q504U0,FAM184A CDR2L CDR2 C4orf46
HuMAP2_03215,4,P01036 Q8TDN1 P01037,CST4 KCNG4 CST1
HuMAP2_03216,5,O95467 Q9NX40 Q9NVN3 Q03113 P62879 P38405 Q12816 Q9UNF1 P50151,GNAS OCIAD1 RIC8B GNA12 GNB2 GNAL TRO MAGED2 GNG10
HuMAP2_03217,3,P60981 Q8N142 P23528,DSTN ADSS1 CFL1
HuMAP2_03218,4,Q9BWU0 P57052,SLC4A1AP RBM11
HuMAP2_03219,5,P51508 Q9H2Y7 O75319 Q2TBA0 Q5SZL2 O60662,ZNF81 ZNF106 DUSP11 KLHL40 CEP85L KLHL41
HuMAP2_03220,3,O75817 Q9BUL9 O75818,POP7 RPP25 RPP40
HuMAP2_03221,5,O15164 O43296 Q8TF39  Q5CZA5,TRIM24 ZNF264 ZNF483 ZNF678 ZNF805
HuMAP2_03222,5,Q6ZV73 O95714 Q9UJU6 Q9Y4L5 Q96JN8,FGD6 HERC2 DBNL RNF115 NEURL4
HuMAP2_03223,5,O94766 Q9P260 Q9H1Z4,B3GAT3 RELCH WDR13
HuMAP2_03224,5,Q9BWW4 Q9UPM6 P50458 Q86U70 O60663 P25800 P81877 P48742 P61968 Q9BWG4 Q96A47 Q9BXS1 P61371 Q68G74 Q9BRQ3,SSBP3 LHX6 LHX2 LDB1 LMX1B LMO1 SSBP2 LHX1 LMO4 SSBP4 ISL2 IDI2 ISL1 LHX8 NUDT22
HuMAP2_03225,5,Q86VM9 Q5VTL8 P49759 Q8N3X1 Q9NS56 Q7Z6E9 Q8NEY8 Q9HAZ1,ZC3H18 PRPF38B CLK1 FNBP4 TOPORS RBBP6 PPHLN1 CLK4
HuMAP2_03226,5,Q14258 Q13542 Q13541 P06730 Q8N0Z6 Q9UNK9 Q7Z6J0,TRIM25 EIF4EBP2 EIF4EBP1 EIF4E TTC5 ANGEL1 SH3RF1
HuMAP2_03227,1,P61289 Q9GZU8,PSME3 FAM192A
HuMAP2_03228,2,Q8N129 O15335,CNPY4 CHAD
HuMAP2_03229,5,Q8WZA0 Q9Y4C2 Q9UJV3 Q04323,LZIC TCAF1 MID2 UBXN1
HuMAP2_03230,5,Q9ULZ3 P57054,PYCARD PIGP
HuMAP2_03231,5,Q8WUU4 Q969R5 P36955 Q9ULV3 P28290,ZNF296 L3MBTL2 SERPINF1 CIZ1 ITPRID2
HuMAP2_03232,4,Q15717 Q9NX18 P31040 P21912 Q9UPQ7 Q9BS26,ELAVL1 SDHAF2 SDHA SDHB PDZRN3 ERP44
HuMAP2_03233,5,Q9HCU5 Q4KMQ2,PREB ANO6
HuMAP2_03234,2,Q9P1W8 P78324,SIRPG SIRPA
HuMAP2_03235,2,Q10713 O75439,PMPCA PMPCB
HuMAP2_03236,4,O15131 Q9UKX7 O60942 O75717 Q9BW19,KPNA5 NUP50 RNGTT WDHD1 KIFC1
HuMAP2_03237,1,Q9BUE0 Q9NVC6,MED18 MED17
HuMAP2_03238,5,Q9Y2G5 Q9ULC4,POFUT2 MCTS1
HuMAP2_03239,2,P35580 P35579,MYH10 MYH9
HuMAP2_03240,4,Q9UIY3 O95166,RWDD2A GABARAP
HuMAP2_03241,5,Q5M9Q1 O75052 A1L170 Q8N5F7,NKAPL NOS1AP C1orf226 NKAP
HuMAP2_03242,4,Q92968 P09110 O00628 Q5I0X4,PEX13 ACAA1 PEX7 C6orf226
HuMAP2_03243,3,Q969X6 Q96F85 Q8TED0 Q9H8H0 Q15061,UTP4 CNRIP1 UTP15 NOL11 WDR43
HuMAP2_03244,3,Q9BRA2 P13284,TXNDC17 IFI30
HuMAP2_03245,5,Q8IZJ1 Q6P995 Q5VUB5 A8MVW0,UNC5B FAM171B FAM171A1 FAM171A2
HuMAP2_03246,4,P26583 P09429,HMGB2 HMGB1
HuMAP2_03247,2,Q96ES7 O75529 O75486 Q9Y6J9,SGF29 TAF5L SUPT3H TAF6L
HuMAP2_03248,2,O60333 Q12756 O43896,KIF1B KIF1A KIF1C
HuMAP2_03249,4,P13497 Q96G75 O43897 Q9Y6L7,BMP1 RMND5B TLL1 TLL2
HuMAP2_03250,5,Q6RW13 Q9NZL3 P26022 P47972 Q8WUJ1,AGTRAP ZNF224 PTX3 NPTX2 CYB5D2
HuMAP2_03251,5,P56559 Q7Z6M2 P24522 O14924 Q92564,ARL4C FBXO33 GADD45A RGS12 DCUN1D4
HuMAP2_03252,5,P51648 P30838,ALDH3A2 ALDH3A1
HuMAP2_03253,4,Q9H2P0 Q9H869 Q8IV63 Q9UHA2 Q96C55,ADNP YY1AP1 VRK3 SS18L2 ZNF524
HuMAP2_03254,5,Q7LG56 P23921 Q8TF65 Q5FWF7,RRM2B RRM1 GIPC2 FBXO48
HuMAP2_03255,2,Q9H5N1 Q9UJ41 Q15276,RABEP2 RABGEF1 RABEP1
HuMAP2_03256,5,P14678 Q96GM8 Q16637 Q16637 P08621 Q9H840 Q9BWU0 P57678 Q9H875 P83369 Q9BV90 P63162 Q8WXD5 Q71H61 P09234 Q9UHI6 P62304 P62308 Q8IYT2 Q969L4 Q9NWZ8 O14893,SNRPB TOE1 SMN1 SMN1 SNRNP70 GEMIN7 SLC4A1AP GEMIN4 PRKRIP1 LSM11 SNRNP25 SNRPN GEMIN6 ILDR2 SNRPC DDX20 SNRPE SNRPG CMTR2 LSM10 GEMIN8 GEMIN2
HuMAP2_03257,5,P52657 P52655 P06454 P62380 P20226,GTF2A2 GTF2A1 PTMA TBPL1 TBP
HuMAP2_03258,2,Q15042 Q8IXJ6,RAB3GAP1 SIRT2
HuMAP2_03259,4,Q96DD0 O94889 Q9Y546 Q3SY69 Q9Y2Z0,LRRC39 KLHL18 LRRC42 ALDH1L2 SUGT1
HuMAP2_03260,1,Q96E14 Q9H9A7,RMI2 RMI1
HuMAP2_03261,2,Q8TB22 Q969W8,SPATA20 ZNF566
HuMAP2_03262,1,Q9NY12 O60832,GAR1 DKC1
HuMAP2_03264,4,P27338 P21397 Q9NQG6 Q9Y586,MAOB MAOA MIEF1 MAB21L2
HuMAP2_03265,5,Q9HAN9 P49585,NMNAT1 PCYT1A
HuMAP2_03266,5,Q96RT6 Q96PC5 Q8IX94 P16220 Q86UF2,CTAGE1 MIA2 CTAGE4 CREB1 CTAGE6
HuMAP2_03267,2,Q15459 Q15428 Q12874,SF3A1 SF3A2 SF3A3
HuMAP2_03268,2,Q9Y383 Q9UKJ3,LUC7L2 GPATCH8
HuMAP2_03269,2,  B9A064  P15814,IGLC3 IGLC2 IGLL5 IGLC7 IGLL1
HuMAP2_03270,4,Q93062 Q6ZRY4,RBPMS RBPMS2
HuMAP2_03271,5,Q6FHJ7 Q86VW0 Q9UGP4 Q93052 Q06190 Q9UK33 Q9UEW3 Q8NFF5,SFRP4 SESTD1 LIMD1 LPP PPP2R3A ZNF580 MARCO FLAD1
HuMAP2_03272,4,Q9C0K1 Q9UL54,SLC39A8 TAOK2
HuMAP2_03273,2,P52701 P43246,MSH6 MSH2
HuMAP2_03274,5,Q8N9Z2 Q9Y4Z2 Q96HZ4 Q9H2A3 Q8IYN0 Q504Y2,CCDC71L NEUROG3 HES6 NEUROG2 ZNF100 PKDCC
HuMAP2_03275,2,Q5GFL6 Q13885  Q969T3,VWA2 TUBB2A TUBB7P SNX21
HuMAP2_03276,5,Q9NZ45 P43308 O14967 Q9NZ01 Q9H0U3 P55084 P43307 Q8N5M9 P04843 O60762 Q53GQ0 P61619 Q9UGP8 P39656 P22695 Q15155 P51571 O15173 P12235,CISD1 SSR2 CLGN TECR MAGT1 HADHB SSR1 JAGN1 RPN1 DPM1 HSD17B12 SEC61A1 SEC63 DDOST UQCRC2 NOMO1 SSR4 PGRMC2 SLC25A4
HuMAP2_03277,3,P30566 P26885,ADSL FKBP2
HuMAP2_03278,2, Q5TZA2,CROCCP2 CROCC
HuMAP2_03279,1,Q13405 Q9HD33 Q9BYD1 Q96DV4 Q96A35 Q9BYD2,MRPL49 MRPL47 MRPL13 MRPL38 MRPL24 MRPL9
HuMAP2_03280,2,Q12972 Q9NSD9 Q9Y285,PPP1R8 FARSB FARSA
HuMAP2_03281,4,Q6UX53 Q6NXR0,METTL7B IRGC
HuMAP2_03282,5,Q15012 Q96GQ5,LAPTM4A C16orf58
HuMAP2_03283,4,Q8IWX8 Q96I25 O15042 P52756 P98175 Q06830,CHERP RBM17 U2SURP RBM5 RBM10 PRDX1
HuMAP2_03284,4,Q8IX90 Q86SE5 Q96BD8 Q96MY1 Q8WVK7 Q96C36,SKA3 RALYL SKA1 NOL4L SKA2 PYCR2
HuMAP2_03285,4,Q562R1 Q8N4E4 Q8TCA0,ACTBL2 PDCL2 LRRC20
HuMAP2_03286,3,P17661 Q9H7C4 P07197,DES SYNC NEFM
HuMAP2_03287,4,Q5HYA8 P26842 Q9NS00 Q96G30 Q9H1U9,TMEM67 CD27 C1GALT1 MRAP2 SLC25A51
HuMAP2_03288,4,P53618 P53621 P35606 Q9UBF2 Q15555 Q9NTJ5 O14579 P48444 Q9Y678,COPB1 COPA COPB2 COPG2 MAPRE2 SACM1L COPE ARCN1 COPG1
HuMAP2_03289,5,P53602 Q4G0N4,MVD NADK2
HuMAP2_03290,4,Q6RW13 P26022 P47972 Q8WUJ1,AGTRAP PTX3 NPTX2 CYB5D2
HuMAP2_03291,4,Q9HAH1 Q53H54,ZNF556 TRMT12
HuMAP2_03292,4,Q13643 Q9ULH7 Q5JTD0 P09630 Q96KM6,FHL3 MRTFB TJAP1 HOXC6 ZNF512B
HuMAP2_03293,5,Q6DN90 P50851 Q6ZSG2,IQSEC1 LRBA INSYN2A
HuMAP2_03294,1,P85298 ,ARHGAP8 PRR5-ARHGAP8
HuMAP2_03295,5,Q9UPR6 Q12905 Q9BRD0 Q92917 O60231,ZFR2 ILF2 BUD13 GPKOW DHX16
HuMAP2_03296,5,Q9NSD9 Q9Y285 Q9UNH5 Q9Y3Z3 O94964 O95486,FARSB FARSA CDC14A SAMHD1 SOGA1 SEC24A
HuMAP2_03297,4,Q9H0R5 P32456 P32455,GBP3 GBP2 GBP1
HuMAP2_03298,5,P24522 O14924 O15315 O43543 O75771 P56559 Q7Z6M2 Q92564,GADD45A RGS12 RAD51B XRCC2 RAD51D ARL4C FBXO33 DCUN1D4
HuMAP2_03299,3,Q92625 Q9NWT6 Q8WXD9,ANKS1A HIF1AN CASKIN1
HuMAP2_03300,4,P14854 P14406,COX6B1 COX7A2
HuMAP2_03301,4,Q9BU61 O75251 Q8NE62 Q9BT30,NDUFAF3 NDUFS7 CHDH ALKBH7
HuMAP2_03302,4,Q9BW91 Q04760,NUDT9 GLO1
HuMAP2_03303,4,Q9GZY0 Q8TBB1,NXF2 LNX1
HuMAP2_03304,4,Q9H5L6 Q96GI7 Q8N5Z5,THAP9 FAM89A KCTD17
HuMAP2_03305,2,Q659A1 P05164,ICE2 MPO
HuMAP2_03306,4,Q7L190 Q9Y5X1 Q9H1E1,DPPA4 SNX9 RNASE7
HuMAP2_03307,5,Q9BSY4 P04066,CHCHD5 FUCA1
HuMAP2_03308,5,Q9NSY0 Q92800 Q5T6S3,NRBP2 EZH1 PHF19
HuMAP2_03309,4,Q9UMS5 Q8NFN8 Q8TAA9 Q9ULK5 Q96CG3,PHTF1 GPR156 VANGL1 VANGL2 TIFA
HuMAP2_03310,2,Q13330 Q9BTC8 Q8WWY6,MTA1 MTA3 MBD3L1
HuMAP2_03311,2,Q14184 Q14183,DOC2B DOC2A
HuMAP2_03312,4,P54219 Q9UBY8,SLC18A1 CLN8
HuMAP2_03313,2,Q1ED39 Q9H2Y7,KNOP1 ZNF106
HuMAP2_03314,5,Q9UBE8 Q9UIF3,NLK TEKT2
HuMAP2_03315,5,Q9NYV4 O75909 Q9H4M3 Q9NVU7 Q14004,CDK12 CCNK FBXO44 SDAD1 CDK13
HuMAP2_03316,2,Q15678 Q96QZ7,PTPN14 MAGI1
HuMAP2_03317,2,Q6ZMV9 Q86XA9,KIF6 HEATR5A
HuMAP2_03318,2,Q16222 P48637 Q9H4A4,UAP1 GSS RNPEP
HuMAP2_03319,5,Q9HCL0 Q8N6Y1,PCDH18 PCDH20
HuMAP2_03320,2,Q96KN3 O60663,PKNOX2 LMX1B
HuMAP2_03321,2,Q96HC4 P57060 Q15417,PDLIM5 RWDD2B CNN3
HuMAP2_03322,2,Q8IZP0 Q9Y2A7 Q7L576,ABI1 NCKAP1 CYFIP1
HuMAP2_03323,4,Q2KHT3 Q8TF30 Q96DA2,CLEC16A WHAMM RAB39B
HuMAP2_03324,5,O14732 Q9BTE6 Q9HAV7 Q9BQP7 P05062 Q8WX93 Q8TCU4 Q9H8W5,IMPA2 AARSD1 GRPEL1 MGME1 ALDOB PALLD ALMS1 TRIM45
HuMAP2_03325,4,Q6ISB3 P36508 Q9NZI5,GRHL2 ZNF76 GRHL1
HuMAP2_03326,4,Q8WTX7 A6NHX0 Q96S15 Q9NXC5 Q96GY0,CASTOR1 CASTOR2 WDR24 MIOS ZC2HC1A
HuMAP2_03327,4,Q13526 Q14061 P60981 P46952,PIN1 COX17 DSTN HAAO
HuMAP2_03328,4,Q8IYG6 Q8WTP9 Q6UB28,LRRC56 XAGE3 METAP1D
HuMAP2_03329,4,O75182 Q8WUU5 P29375 Q7Z589 Q96QT6,SIN3B GATAD1 KDM5A EMSY PHF12
HuMAP2_03330,5,Q14112 Q86VH4 Q76KP1 Q9H6X2 Q9UKJ1 Q9UKJ0 Q9Y5Q6,NID2 LRRTM4 B4GALNT4 ANTXR1 PILRA PILRB INSL5
HuMAP2_03331,4,P29144 P11234 P07205 Q9ULC5 Q7L591,TPP2 RALB PGK2 ACSL5 DOK3
HuMAP2_03332,5,Q32P44 Q86VQ1 Q8TB52 Q86UE8 O15014 Q9UKI8 P63167,EML3 GLCCI1 FBXO30 TLK2 ZNF609 TLK1 DYNLL1
HuMAP2_03333,5,Q14160 Q86X45,SCRIB LRRC6
HuMAP2_03334,4,Q8TED0 Q969X6 Q8IWA0 Q15061 Q96F85 Q9H8H0,UTP15 UTP4 WDR75 WDR43 CNRIP1 NOL11
HuMAP2_03335,2,O95299 O75306,NDUFA10 NDUFS2
HuMAP2_03336,4,P55327 Q9Y6Q1 Q9NRL2 Q14257 Q8WXH0,TPD52 CAPN6 BAZ1A RCN2 SYNE2
HuMAP2_03337,4,Q96E39  Q8IUX4,RBMXL1 APOBEC3D APOBEC3F
HuMAP2_03338,5,Q96PC3 Q6PD74 Q13510,AP1S3 AAGAB ASAH1
HuMAP2_03339,2,P43358 Q8WUB2 P43362 Q15596 P43363 Q9P0K8,MAGEA4 FAM216A MAGEA9 NCOA2 MAGEA10 FOXJ2
HuMAP2_03340,1,Q12788 Q8NI36,TBL3 WDR36
HuMAP2_03341,4,P14927 O14548 P00156 P31930 O14949,UQCRB COX7A2L MT-CYB UQCRC1 UQCRQ
HuMAP2_03342,4,Q8NCE0 Q8WW01 Q9BSV6 Q9C091 Q7Z6J9,TSEN2 TSEN15 TSEN34 GREB1L TSEN54
HuMAP2_03343,5,P98160 Q9GZM7 P13987,HSPG2 TINAGL1 CD59
HuMAP2_03344,5,Q13011 Q9BV20 Q9UII2 O75521 Q9Y281,ECH1 MRI1 ATP5IF1 ECI2 CFL2
HuMAP2_03345,3,Q8WWX9 Q9UMX5,SELENOM NENF
HuMAP2_03346,5,O00161 P53801 O15400 O14662 Q9NZN3,SNAP23 PTTG1IP STX7 STX16 EHD3
HuMAP2_03347,4,Q9ULX3 Q5TAP6 Q9NRX1,NOB1 UTP14C PNO1
HuMAP2_03348,5,Q6WKZ4 Q5JW98 P33764 Q15907 Q9H255 P57735 Q7L804 O60239 P62491 P0DPA2 Q9BXF6,RAB11FIP1 CALHM4 S100A3 RAB11B OR51E2 RAB25 RAB11FIP2 SH3BP5 RAB11A VSIG8 RAB11FIP5
HuMAP2_03349,4,Q9BTV4 P51572 O15258 Q9BVC6,TMEM43 BCAP31 RER1 TMEM109
HuMAP2_03350,5,O94910 Q8TDW4 Q76N89 O14678 P81408 Q99835 Q9NZC7,ADGRL1 ST7L HECW1 ABCD4 FAM189B SMO WWOX
HuMAP2_03351,4,Q9UNY5 Q6R2W3,ZNF232 ZBED9
HuMAP2_03352,3,Q12857 Q14938 P08651 O00712,NFIA NFIX NFIC NFIB
HuMAP2_03353,5,Q9Y383 Q13523 Q5VTL8  Q96SB4 P78362 Q9NQ29 Q9C0C9,LUC7L2 PRPF4B PRPF38B CHCHD2P9 SRPK1 SRPK2 LUC7L UBE2O
HuMAP2_03354,4,P22059 O75344 O60237 O00418 Q96P47,OSBP FKBP6 PPP1R12B EEF2K AGAP3
HuMAP2_03355,3,Q96KP1 Q15643 O60645,EXOC2 TRIP11 EXOC3
HuMAP2_03356,5,P62826 O14715 Q9H7F0 A6NFY4 Q9HD47,RAN RGPD8 ATP13A3 NEMP2 RANGRF
HuMAP2_03357,4,P30038 Q16798 P00505 Q9UJ68,ALDH4A1 ME3 GOT2 MSRA
HuMAP2_03358,2,Q9NWS9 Q8NF99 Q8N0Y2,ZNF446 ZNF397 ZNF444
HuMAP2_03359,5,P53384 Q16769 Q9Y5Y2,NUBP1 QPCT NUBP2
HuMAP2_03360,4,Q86TG1 O15254,TMEM150A ACOX3
HuMAP2_03361,4,Q9Y228 Q9ULQ0,TRAF3IP3 STRIP2
HuMAP2_03362,5,Q9BZE1 O95149 Q7Z698 Q9P0J1,MRPL37 SNUPN SPRED2 PDP1
HuMAP2_03363,5,Q6P9A2 Q7Z4W2,GALNT18 LYZL2
HuMAP2_03364,5,P48549 P48544 O43414,KCNJ3 KCNJ5 ERI3
HuMAP2_03365,2,P42772 Q00534,CDKN2B CDK6
HuMAP2_03366,3,Q8NCY6 Q8NFH8 Q15311,MSANTD4 REPS2 RALBP1
HuMAP2_03367,5,Q9BVA6 Q07001 Q04671,FICD CHRND OCA2
HuMAP2_03368,4,Q15771 P23610 P42858,RAB30 F8A1 HTT
HuMAP2_03369,2,Q9H875 P09661 O43719 P63162 Q96GM8,PRKRIP1 SNRPA1 HTATSF1 SNRPN TOE1
HuMAP2_03370,2,Q8WVF1 Q9H977,OSCP1 WDR54
HuMAP2_03371,4,Q5T2T1 Q15768,MPP7 EFNB3
HuMAP2_03372,5,Q8N5G0 P46059 Q96BW9,SMIM20 SLC15A1 TAMM41
HuMAP2_03373,4,Q9UJC3 Q96ED9 Q13506 Q9H8T0 Q05DH4 Q86VS8,HOOK1 HOOK2 NAB1 AKTIP FAM160A1 HOOK3
HuMAP2_03374,5,P86479 P01222 A6NHR9 Q5T3J3 Q9Y2G2 Q9UM22 Q8IUD2,PRR20C TSHB SMCHD1 LRIF1 CARD8 EPDR1 ERC1
HuMAP2_03375,5,O15482 Q9ULS5 O94876,TEX28 TMCC3 TMCC1
HuMAP2_03376,5,Q6ZUJ8 Q5T9L3 P56705 P56706 O00755 Q92802,PIK3AP1 WLS WNT4 WNT7B WNT7A N4BP2L2
HuMAP2_03377,2,Q9HA38 Q5H9S7,ZMAT3 DCAF17
HuMAP2_03378,4,Q9H8H3 Q9BX74 Q96FV3,METTL7A TM2D1 TSPAN17
HuMAP2_03379,3,P62837 Q96FW1,UBE2D2 OTUB1
HuMAP2_03380,4,Q5JTY5 Q96P15,CBWD3 SERPINB11
HuMAP2_03381,4,Q5MAI5 Q00532,CDKL4 CDKL1
HuMAP2_03382,3,Q8NB46 O75170,ANKRD52 PPP6R2
HuMAP2_03383,1,Q4VXU2 Q9H074,PABPC1L PAIP1
HuMAP2_03384,4,Q15843 P35557 P52758,NEDD8 GCK RIDA
HuMAP2_03385,4,P51610 Q96EK4,HCFC1 THAP11
HuMAP2_03386,4,O14836 Q96SL8 O15015 Q8NAF0,TNFRSF13B FIZ1 ZNF646 ZNF579
HuMAP2_03387,4,P57088 P33527,TMEM33 ABCC1
HuMAP2_03388,2,Q8TDJ6 Q9GZN7 Q9Y485 Q9Y4E6,DMXL2 ROGDI DMXL1 WDR7
HuMAP2_03389,4,Q86X10 Q6GYQ0 Q9NYR9 Q3B7J2 Q9NXC2 Q2PPJ7 Q9BWT7,RALGAPB RALGAPA1 NKIRAS2 GFOD2 GFOD1 RALGAPA2 CARD10
HuMAP2_03390,4,P41091 P41240 Q15365 P08581 P42685,EIF2S3 CSK PCBP1 MET FRK
HuMAP2_03391,2,Q96AX1 Q9P253 Q8WUH2 Q9H269 Q9H270 P49754,VPS33A VPS18 TGFBRAP1 VPS16 VPS11 VPS41
HuMAP2_03392,3,P17661 Q9H7C4 P08670,DES SYNC VIM
HuMAP2_03393,3,Q99619 P29323,SPSB2 EPHB2
HuMAP2_03394,5,Q96I51 Q96P20 Q07960 P61970 Q9Y3E7 Q96IJ6 Q5VU65 Q9H4A6,RCC1L NLRP3 ARHGAP1 NUTF2 CHMP3 GMPPA NUP210L GOLPH3
HuMAP2_03395,5,P11488 Q9HB29 O75061,GNAT1 IL1RL2 DNAJC6
HuMAP2_03396,5,Q8TEA8 Q7Z4H3 P78330,DTD1 HDDC2 PSPH
HuMAP2_03397,5,Q92945 Q96EP5 Q9NTZ6 Q86V21,KHSRP DAZAP1 RBM12 AACS
HuMAP2_03398,4,P61081 Q13564 P84090 Q92598 O75896 Q8TBC4,UBE2M NAE1 ERH HSPH1 TUSC2 UBA3
HuMAP2_03399,1,O60759 Q15438,CYTIP CYTH1
HuMAP2_03400,4,P51513 Q9ULC5 Q99714 Q9UNW9 Q16836,NOVA1 ACSL5 HSD17B10 NOVA2 HADH
HuMAP2_03401,5,Q9NWB7 Q9NSC5 Q9NSB8 Q86YM7 Q9H254 O00463  Q96R06 P58335 Q8NDI1,IFT57 HOMER3 HOMER2 HOMER1 SPTBN4 TRAF5 PATJ SPAG5 ANTXR2 EHBP1
HuMAP2_03402,1,Q9HAW8 Q9HAW7,UGT1A10 UGT1A7
HuMAP2_03403,5,Q5HYA8 P26842 Q9NS00 Q9H1U9,TMEM67 CD27 C1GALT1 SLC25A51
HuMAP2_03404,2,Q7Z417 Q8WWM7,NUFIP2 ATXN2L
HuMAP2_03405,1,O14777 Q9HBM1 Q8NBT2 Q9BZD4,NDC80 SPC25 SPC24 NUF2
HuMAP2_03406,5,P68363 Q6PEY2 Q8N4U5,TUBA1B TUBA3E TCP11L2
HuMAP2_03407,2,Q01523 Q14CB8,DEFA5 ARHGAP19
